epoch,loss_d,loss_g,d_x,d_gz
64,0.14793786024341307,4.373528533122119,3.3566324029336956,-3.3161398024605515
65,0.14202822817732458,4.297453468412999,3.4201504963038065,-3.2821154238756205
66,0.13525449327738656,4.391141134759654,3.5530153049913515,-3.3750070911996506
67,0.14642692925622852,4.38189307868938,3.443471937428426,-3.32175812767366
68,0.14760020389543166,4.22649188511207,3.4465875052120487,-3.24165955043929
69,0.13634893095509037,4.5809564289382045,3.583492270916167,-3.4866972722379903
70,0.13088625258601763,4.572014480143252,3.6724352073353117,-3.531653166584232
71,0.13897051542188704,4.53760114716142,3.70419178200919,-3.483045392634009
72,0.13146165625401832,4.631340485856966,3.669161052169169,-3.5533301064511167
73,0.1341298591289574,4.659667269653067,3.6815260079929897,-3.582382003193164
74,0.1276488091357176,4.506837057792927,3.718146114269524,-3.508683503026624
75,0.12008872421344033,4.71801698486061,3.8960685896141753,-3.689784965635089
76,0.11580716250815651,4.914112317135267,3.947127596525204,-3.8516000423990095
77,0.12797512425183583,4.895848249078102,3.905690757876924,-3.8042990933160494
78,0.12239162704807317,4.654077150937542,3.865161217482346,-3.6606219100868307
79,0.11529518788873368,4.790737118714911,3.9008285386149613,-3.762229219898391
